id,artist_id,album_title,genre,year_of_pub,num_of_tracks,num_of_sales,rolling_stone_critic,mtv_critic,music_maniac_critic
337,10563,Impressive Conscious Darkness,Metal,2002,10,733463,2.5,1.5,1
338,30707,Arm Eleven,Rap,2019,10,323382,2.5,0.5,5
339,28142,Incredible,Deep House,2016,9,960962,5,4.5,1
340,36617,Is Pig Latin Is My Religion,Rap,2019,14,507797,3.5,3,1.5
341,9130,Trick Competitive Standard Final Practical,Jazz,2013,10,993891,4,3.5,5
342,15017,Advisor Color I'm Ford,Black Metal,2001,5,537046,3.5,2,0.5
343,25844,Of Love,Retro,2002,15,150961,2,2,1
344,44213,Alive East Timor Little Time Bosnia and Herzegovina,Rap,2000,12,840638,1,3,5
345,23310,Unicorn,Live,2008,3,314312,2,0.5,3.5
346,41943,Car Xiang,Punk,2014,2,150867,4,2,4
347,44213,Educator Dolls Of Love Inside the Fierce,Retro,2019,6,360144,1.5,2,2.5
348,23310,Riding The Matteo Of Fear,Electro-Pop,2000,5,420067,4.5,2.5,1
349,41943,Goblin Arise From Italy,Rap,2006,3,92715,3.5,4.5,0.5
350,10563,Escuchame Matteo,Death Metal,2000,6,61526,2.5,5,2
351,30707,That's My Ultra-Maximus Lamb,Black Metal,2012,14,624986,4,3,2
352,28142,Goblin Arise From Italy,Rap,2011,2,242192,0.5,3,2
353,36617,Charming,Boy Band,2015,10,397520,5,2.5,3.5
354,9130,Impossible Persian Pleasant India,Latino,2000,2,310302,4.5,2.5,5
355,15017,Administrator Rhinoceros Available Form,Indietronica,2010,15,742439,5,3.5,1
356,25844,Yue Sew on Which Side Bread Is Buttered Of Love Finding,Rap,2006,12,523284,0.5,3.5,3.5
357,44213,Fall,Rap,2001,9,426780,5,0.5,3.5
358,23310,Tiger Flip,Indie,2000,4,948161,4.5,4.5,2.5
359,41943,I'm Dreamed Pleasant Rock That Doggies,Rock,2006,8,107644,4.5,4,1.5
360,44213,Gazelle,Gospel,2017,5,239697,3.5,2.5,4
361,23310,So Intuitive Existing Goodbye my Old,Holy Metal,2005,5,195705,5,3.5,2.5
362,41943,Bertie Engineer Inner Technical Tiny,Hard Rock,2015,10,16378,1,1,5
363,10563,Familiar Matteo Arabic Behind the,Rock,2010,12,298012,3,2,0.5
364,30707,As Gonna,Indie,2000,12,407777,1,4.5,2.5
365,28142,Riding The Matteo Of Fear,Electro-Pop,2002,13,347084,3,4,3
366,36617,Federal Form The Long And Winding Road Invention,Dance,2010,15,285835,2.5,1,1
367,9130,Gabby Zebu Boys,Blues,2001,14,642320,5,2,1
368,15017,Moustache Love Riding Road,Hard Rock,2004,4,658927,1,3.5,1.5
369,25844,Saudi Catch Me From Italy Party,Unplugged,2000,10,387771,0.5,4,3
370,44213,Candy Elisa My Love,Dance,2014,5,495841,5,4,4
371,23310,First Yesterday To Pure Indian,Punk,2005,10,335190,1,4,1.5
372,41943,Like Belligerent Suspend,Folk,2010,11,96100,1,0.5,4.5
373,44213,Luxembourg Let's Go Impressive Hebrew Hijazi,Death Metal,2004,3,546297,5,1.5,3.5
374,23310,Actual,Trap,2013,6,380498,0.5,1,2.5
375,41943,Mi Corazon Hope,Country,2014,3,801062,4,4,3.5
376,10563,Anxious Friendly Of Love Brawny Fire,Punk,2002,3,704308,4.5,0.5,4
377,30707,Brawny Lover Successfully,Retro,2007,10,973601,4.5,3,0.5
378,28142,Human MINI Microwave FAW,Indie,2002,10,822233,2,1.5,2
379,36617,Full of Secretary Throw Me Make it,J-Rock,2005,2,40203,2.5,2,5
380,9130,Exciting Living On A Prayer Next to,Indietronica,2012,3,626626,3,2.5,2
381,15017,The Delightful Heroes of Wales Lamacorno,Trap,2005,14,59593,2.5,4.5,4
382,25844,Trick,Electro-Pop,2001,6,117756,4,4.5,3.5
383,44213,Paramedic Mathematician,Folk,2018,15,722927,1.5,1,1.5
384,23310,Scared Dominator Full of Difficult,Techno,2003,6,747609,1,2.5,4
385,41943,Upset,Parody,2002,10,868728,4,4,5
386,44213,Tiny Vampire Prince Of Of Love,Alternative,2006,9,385414,3,2,3.5
387,23310,Agent,Hard Rock,2002,8,583687,4.5,0.5,3
388,41943,Boys FAW,Indie,2010,4,905412,3,1.5,1
389,10563,Lincoln Financial,Metal,2008,2,459668,3.5,4.5,1.5
390,30707,Lover Barbie Of Rock,Rock,2013,9,143555,4,4,1.5
391,28142,Tiny Relax Penniless Icelandic God Save,Pop,2002,2,103819,1.5,4.5,3.5
392,36617,Substantial Happy Practical Sky,Rap,2012,8,11719,5,0.5,3
393,9130,Zelda Power Of Darkness Arabic,Heavy Metal,2019,8,325722,0.5,1.5,0.5
394,15017,Of Badger Don't You Hanger,Alternative,2010,5,794959,3.5,4,2
395,25844,Kenworth,Alternative,2005,3,612999,2,2,3.5
396,44213,Don't Touch My Nove Millimetri,Western,2004,12,794788,1.5,3,5
397,23310,Sin Lovers My Throw Me Asleep,Folk,2004,14,861891,2,5,1
398,41943,Behave,Indie,2009,6,619203,4,4,5
399,44213,God Save The Streets Box Nice,K-Pop,2005,10,252751,4.5,2.5,2
400,23310,Spider,Unplugged,2018,12,341025,3.5,1.5,1
401,41943,Majestic Would You So Intuitive Adjoining,Hard Rock,2017,14,157043,5,5,2
402,10563,Llama,Latino,2000,15,908029,4,4,3.5
403,30707,Miss Pregnant Forget It Remake,Live,2017,10,723736,1,2.5,3
404,28142,Brawny Robbers School Psychologist Behave,Death Metal,2010,15,492595,4.5,4,0.5
405,36617,Pies Mongolian,Ambient,2014,15,683909,5,1,2.5
406,9130,Zelda Power Of Darkness Arabic,Heavy Metal,2013,4,957730,0.5,4.5,0.5
407,15017,Brash Scarce Alleged Messy Mare,Pop,2000,8,705661,3,2.5,3.5
408,25844,Nepal Sandwiches Not my,Retro,2000,9,722093,1,1,4.5
409,44213,Like Catadiottro,Gospel,2018,13,167081,2.5,3,0.5
410,23310,Music Green,Electro-Pop,2005,8,248140,4.5,3,4.5
411,41943,Too Much Richer Ugly Zebra,Death Metal,2007,14,263576,2,4.5,3
412,44213,Running Around Like a Headless Chicken,Punk,2013,15,761318,2.5,4.5,1
413,23310,Maruti Suzuki Annoying Noodles Gazelle Is My Religion,J-Rock,2013,7,93703,2.5,1,2
414,41943,The Delightful Heroes of Wales Gabby Strong Reborn Iran,Trap,2006,6,862981,3.5,2.5,1
415,10563,House RULEZ,Deep House,2000,7,113439,1,0.5,2.5
416,30707,Try Cadillac,Pop,2005,13,852354,4,0.5,1.5
417,28142,Psychologist Try Humans Don't Talk to Make It,Retro,2019,15,301212,1.5,5,4
418,36617,Adventure of the Of Love,Alternative,2001,3,732404,2.5,5,2.5
419,9130,Beautiful People Rock 'n' Roll Conscious Gentle,Metal,2007,15,621900,3.5,0.5,1.5
420,15017,Saudi Catch Me From Italy Party,Unplugged,2017,10,857132,5,1,1
421,25844,Pure,Rock,2010,12,324906,1.5,1,3.5
422,44213,The Blue House,Hard Rock,2012,7,952829,2.5,5,5
423,23310,A Wild Dolphins Noodles Remarkable Arrange,Pop,2003,12,681905,5,0.5,4
424,41943,Past Star Trek Dark Red,Metal,2014,8,595345,3.5,2,3
425,44213,Better have Administrative Bangla Ampelmann,Rock,2009,15,76746,3.5,5,1
426,23310,Relevant Running Around Like a Llama,Indietronica,2010,15,763918,0.5,1.5,2.5
427,41943,Squirrels,Indietronica,2008,15,176105,2.5,2.5,2
428,10563,United Desperate Of Love Toys,Rap,2004,4,816144,1,3.5,0.5
429,30707,Turkmen I'll Fireman In the Sky,Dance,2007,15,660016,5,1,2.5
430,28142,Of Love Honored Environmental Kicking your Arabic,Western,2015,9,284340,1,2.5,1.5
431,36617,California,Indie,2003,11,90999,3,4.5,1.5
432,9130,Direful Healthy,Progressive,2015,13,724536,4,1,5
433,15017,Pregnant Uzbekistan Animals Strong Sorry,Rock,2006,2,337351,2.5,4.5,0.5
434,25844,Direful,Retro,2015,10,742650,4,2.5,4.5
435,44213,Of Love I'm Civil Different Electrician,Pop-Rock,2015,12,789058,2.5,2.5,5
436,23310,Dominator Engineer Embarrassed Wine,Indie,2008,3,178119,1.5,4.5,1
437,41943,Geese Analyst,Heavy Metal,2001,7,162975,2.5,3.5,3.5
438,44213,Running Around Like a Headless Chicken Nissan Candy Lovers,Rap,2011,13,223815,2.5,4,2.5
439,23310,Try Hot Obvious Obviously,J-Rock,2013,10,782626,1,4.5,4.5
440,41943,Cat,J-Rock,2005,12,796269,1,4.5,0.5
441,10563,Hot Bertie,Rap,2006,8,702531,0.5,5,2.5
442,30707,Joy Tiger Latter,Progressive,2009,8,370859,4,4,2
443,28142,Hysterical Pleasant Penniless Talented,Pop-Rock,2005,8,932139,3.5,5,2.5
444,36617,Pure Lexus No Human Southern Scarecharming,Country,2011,12,492996,1,4,3.5
445,9130,Electrical In Your Eyes Competitive,Pop,2015,4,423217,1,2,2.5
446,15017,Clamp Medalion Bislama The Streets In the Sky,Punk,2009,11,642435,3,2,2.5
447,25844,Dark Red Unlikely Relax I'm,Compilation,2012,5,955319,2,3,1
448,44213,Flippin Behind the,Black Metal,2011,4,617959,4,3,0.5
449,23310,Dolls In the Sky Event Planner China Morgan,Gospel,2009,5,10086,4,2.5,4.5
450,41943,Amore Dolor,Latino,2000,2,292310,0.5,0.5,5
451,44213,First,Pop-Rock,2007,10,88777,3.5,5,2.5
452,23310,God Save Of Love Lemon Totally,Pop,2008,5,704560,1.5,5,2.5
453,41943,Lamacorno Findus Yellow Alpaca,Trap,2014,5,864542,2.5,3.5,3
454,10563,Interesting,Techno,2006,9,377095,1,1,3.5
455,30707,Mix,Pop-Rock,2011,11,411051,3,2.5,2
456,28142,Try Cadillac,Pop,2011,15,446091,0.5,2.5,3.5
457,15017,You Ugly Eleven,Alternative,2011,3,47730,2,4.5,4
458,25844,Arabic Goblin Under Excalibur,Holy Metal,2019,6,456220,1,0.5,1.5
459,44213,Asleep My Old,Rock,2014,12,403017,2.5,4,3.5
460,23310,Young Signorino Next to Suspend,Indie,2015,13,132091,4.5,3,5
461,41943,Pakistan Hook Indonesia,Indietronica,2009,13,685645,3,4,2
462,44213,Scream Spine Green,Rap,2018,6,638072,2,0.5,3
463,23310,Of Love Odd Running My Best Glossy,Blues,2007,12,81257,5,0.5,2.5
464,41943,Sunshine Eyes,Boy Band,2005,12,615670,4.5,0.5,4
465,10563,Pies,Pop-Rock,2003,5,629543,2.5,5,0.5
466,30707,About a Lonely Fishrman Goblin,Brit-Pop,2004,8,38443,3.5,2.5,3
467,28142,The Riding,Rap,2004,9,785465,1,4.5,2.5
468,36617,Seat Tamil Come,Rock,2010,12,314877,3.5,3.5,2.5
469,9130,The Ballad Of Super Bella,Death Metal,2005,3,631273,5,1,3.5
470,15017,The Relevant Butter Jollar,Indietronica,2001,14,335004,1.5,3,5
471,25844,Unable Annoying Matteo,Rap,2014,12,919173,1.5,5,1
472,44213,Expensive School Psychologist Pies Mercedes,Latino,2004,4,276155,0.5,1,0.5
473,23310,Dance Sorry Rich,Rap,2019,7,99911,4.5,1.5,4.5
474,41943,Arabic Falling in Love with Brash Public Relations Specialist,Deep House,2018,9,145229,4,3,1.5
475,44213,OCamel Color Muddy,Hard Rock,2016,15,847805,0.5,1.5,2.5
476,23310,Ambra Miami Dream,Country,2008,4,936902,0.5,4,2.5
477,41943,Dolls,Indie,2000,9,681420,1,2.5,1.5
478,10563,BMW Doggies General,Pop,2002,7,249443,3,2.5,1
479,30707,Aware Shock Tree,Rock,2005,4,917606,1,3,3.5
480,28142,Matteo Go! Persian Suzuki Reloaded,Alternative,2007,13,620288,3,3.5,5
481,36617,Ugly Soups Frank Booth State of,Compilation,2012,11,296534,2.5,3,2.5
482,9130,About a Lonely Fishrman Goblin,Brit-Pop,2010,13,801391,1,4.5,4
483,15017,I'm Da Real Full of,Pop,2005,9,167864,0.5,1,2
484,25844,Fitness Trainer Bertie Electronic Goes,Pop,2013,14,315617,4.5,1,3
485,44213,Soups Green,Rap,2000,9,948529,4.5,3,2
486,23310,Country Childcare worker My Old Falling in Love with Camel,Unplugged,2015,15,802030,0.5,2.5,4.5
487,41943,Hear,Gospel,2009,9,460593,4.5,3.5,1
488,15017,Candy Elisa My Love,Dance,2016,14,734470,1,4,4.5
489,25844,My Worst United Pakistan Deafening Sorry,Punk,2012,12,348337,2.5,3.5,5
490,44213,Impossible Hope That's my Fireman,Pop,2015,9,547895,2.5,5,2.5
491,23310,Principale Daimler Eastern Vampire Porcupine,Pop-Rock,2007,10,231994,0.5,4,2
492,41943,History Rare To my Beloved Familiar Support,Gospel,2004,12,50750,2,0.5,2.5
493,44213,Magic,Lounge,2018,6,799515,1.5,5,4.5
494,23310,The Ballad Of Super Bella,Death Metal,2014,9,28819,2,4.5,1.5
495,41943,They Were Daihatsu Face Mitsubishi,Folk,2009,15,481676,0.5,4,3
496,10563,Moves Permit Immediate They Were Star,Heavy Metal,2011,14,313496,1,3.5,4
497,30707,American Boy Audi,Techno,2000,7,133894,5,1.5,4
498,28142,Candy Elisa My Love,Dance,2012,3,348313,2,2.5,4
499,36617,Magenta Successful,Holy Metal,2008,13,509935,3.5,3.5,3.5
500,9130,Inconcepibile Turkish,K-Pop,2012,7,916307,3.5,0.5,3
501,15017,The Permit Cultural OCamel Desperate,Metal,2007,9,227047,0.5,1.5,4.5
502,25844,Don't Forget the Healthy Discovery The Baddest Female,Dance,2008,5,281908,1,2.5,0.5
503,44213,Carrots Bulgarian Dental Hygienist Alexander Platz,Hard Rock,2000,4,941238,1,5,2.5
504,23310,Exciting Toad Historical Reloaded I Ain't No,Punk,2009,11,849049,2.5,2.5,4
505,41943,Psychedelic Mercedes Is Suspend,Indie,2014,4,864649,0.5,4,4
506,44213,Human MINI Microwave FAW,Indie,2004,5,575079,2,4,5
507,23310,Come Matteo Dacia,Folk,2001,13,170111,3,5,4.5
508,41943,Shop Dutch No Pantalones,Rap,2012,12,462469,3.5,2,2
509,10563,At Home Mind Butter,Latino,2001,14,651202,0.5,0.5,5
510,30707,Ford Bulgaria Come On Architect,Retro,2004,8,823217,5,3,0.5
511,28142,Mi Corazon Hope,Country,2016,5,849794,2,3,4
512,36617,Would You Suspend Dacia Magic,Heavy Metal,2003,6,921773,0.5,3,2
513,9130,Candy Elisa My Love,Dance,2015,14,407838,3.5,0.5,0.5
514,15017,Impressive Come On,Punk,2014,9,712378,2,5,4.5
515,25844,My Life Pakistan,Holy Metal,2011,13,828475,3,0.5,5
516,44213,Spoon Dacia,Alternative,2002,13,191638,2.5,0.5,0.5
517,23310,Darkness Needy,Latino,2004,14,166218,4.5,3,4.5
518,41943,Useful Powerful Urban Planner Enemy,Alternative,2015,10,4560,3.5,2.5,0.5
519,15017,Human MINI Microwave FAW,Indie,2013,2,463401,2,3,1
520,25844,Allegretto Willing Lucky Forget It Price,Rap,2003,6,535093,4,2,3.5
521,44213,You are my Sweet Several No Human,Punk,2011,6,16254,1,3,2.5
522,23310,Goblin Arise From Italy,Rap,2016,12,530645,2,1,2
523,41943,Deafening Legs Make It Inconcepibile Shame,Electro-Pop,2005,6,423176,3.5,2.5,2
524,44213,War Significant Zinc Speech-Language Pathologist Balance,Metal,2019,4,49989,3.5,1,5
525,23310,Sew on Which Side Bread Is Buttered Realistic Falling Don't You,Alternative,2005,15,346509,3.5,1,1
526,41943, cuddly Lover Country Difficult I Ain't No,Pop,2010,3,909529,2.5,4,1
527,10563,Moneyless Bulgaria Alexander Platz,J-Rock,2015,4,344263,0.5,4,2.5
528,30707,War Substantial,Dance,2001,2,137746,2.5,2,4
529,28142,Adjoining,Black Metal,2011,15,765331,4.5,1,3.5
530,36617,First Various Of  Toyota Microwave,Compilation,2006,9,315884,2,2,1.5
531,9130,Flippin' Pony Spain Effect Cereals My Life,Hard Rock,2017,15,520165,4,3.5,2.5
532,15017,Mental Stews,Punk,2014,8,202395,5,3.5,1.5
533,25844,Totally Gabby Childcare worker,Pop-Rock,2002,15,257331,1,2.5,3
534,44213,Isuzu Goodbye my Old Morbido Listen,Ambient,2013,5,173597,2.5,4.5,0.5
535,23310,Boy Audi Poland,Pop,2013,9,46454,2.5,5,2
536,41943,Technical Needy Car Scarecharming,Indie,2005,4,459678,0.5,4.5,0.5
537,44213,First Dancing,K-Pop,2007,9,24049,1.5,3.5,0.5
538,23310,Lamacorno Findus Yellow Alpaca,Trap,2001,12,407186,0.5,2,1
539,41943,Balance Computer Hardware,Indie,2005,2,469946,5,5,4.5
540,10563,Invention,Dance,2004,8,26343,3.5,5,5
541,30707,Bonjour Damoiselle Belle,Lounge,2011,14,438112,2,4,1.5
542,28142,Federal Of Love kill,Country,2007,3,686815,1,5,4
543,36617,Of Like Like Nervous Mongolian,Indietronica,2002,10,254972,3,5,2
544,9130,Direful Saudi Poor Bless,Heavy Metal,2010,12,104591,4.5,4,3.5
545,15017,Hysterical Min Nan Fire,Dance,2013,11,870299,2,3.5,0.5
546,25844,Plate I Ain't No,Techno,2003,6,688572,1.5,2.5,2.5
547,44213,FAW Psychologist,Dance,2007,3,361314,3.5,3,2
548,23310,You're Gonna,Folk,2000,14,805179,1.5,4,2
549,41943,Try Cadillac,Pop,2003,2,308907,5,1.5,3
550,15017,Wine Counselor For my,Indie,2002,15,511225,4,3.5,4.5
551,25844,Detailed Impossible Leopard,Alternative,2016,11,506120,3,2,1
552,44213,Exciting Jerboa,Brit-Pop,2007,15,3865,3.5,5,5
553,23310,Califiornia Finding Soups Volvo,Indietronica,2004,12,445498,1,5,2.5
554,41943,Reloaded Antique White Falling in Love with Bug,Brit-Pop,2012,11,99330,2,0.5,1.5
555,44213,Technical Typical,Country,2001,4,933421,2.5,0.5,0.5
556,23310,Alexander Platz Dancer Pleasant Dark Red,Gospel,2009,8,961828,4,5,2.5
557,41943,Skoda,Pop,2000,13,185504,2.5,5,4.5
558,10563,MINI Of Love Escaped,Progressive,2014,2,721558,1,1.5,1.5
559,30707,Riding The Matteo Of Fear,Electro-Pop,2009,13,99251,2.5,4.5,5
560,28142,Visible,Pop-Rock,2019,3,692004,5,2.5,0.5
561,36617,Lamacorno Dreamed No Pantalones,Live,2019,11,131341,3,5,5
562,9130,Dreamed Psychedelic Pure Shop,Lounge,2014,6,916517,3.5,5,0.5
563,15017,History,Heavy Metal,2014,8,838702,1,0.5,2
564,25844,Pakistan,Retro,2005,11,909889,5,0.5,1.5
565,44213,Of Love Iran Out,Progressive,2004,13,389325,5,2.5,1
566,23310,Nervous Son Similar Computer Hardware Healthy,Blues,2018,10,726971,5,4.5,2
567,41943,Camel,J-Rock,2016,8,711371,1.5,5,4.5
568,44213,Pharmacist Final Form,Gospel,2013,14,493127,3,2,4
569,23310,Sunshine Entertaining History Talented,Black Metal,2019,9,66680,4.5,4,2.5
570,41943,Gentle,Black Metal,2018,11,53303,2,4,2.5
571,10563,Mongolian Pencil Badger Able Jamila I think,Brit-Pop,2004,13,667549,3.5,4,3
572,30707,Blue Riding Mike Down into the Come On,Indie,2004,11,352225,1,0.5,3
573,28142,Assistant Eastern Relevant Successful,Death Metal,2005,2,101150,2,4,1
574,36617,Arm Muddy Finding Useful,Metal,2000,8,213628,5,3.5,3
575,9130,Lonely,Lounge,2005,13,825921,2,3,2.5
576,15017,Loves,Western,2002,8,60022,3.5,1.5,4.5
577,25844,Dodge My Old Legs,Pop-Rock,2012,8,29376,4,3.5,4.5
578,44213,Manager Gentle Potwari,Boy Band,2018,5,846427,1,4,1
579,23310,Of Rock Substance Muddy Renault Of,Heavy Metal,2003,13,909621,4.5,4.5,5
580,41943,Magical DJ Mix Small Cereals Entire,Brit-Pop,2012,13,667051,1.5,1.5,4.5
581,15017,Cat Spain That's my,Pop-Rock,2014,14,184205,3,1.5,5
582,25844,On a Dolphins Gatto,Black Metal,2002,15,191001,3.5,5,1.5
583,44213,Finding Guilty Embarrassed,Indie,2016,7,289794,2,5,0.5
584,23310,Reloaded Cereals,Alternative,2007,3,489908,1.5,1.5,3.5
585,41943,Candy Elisa My Love,Dance,2019,4,900102,4,3,2
586,44213,Abuse,Deep House,2007,10,421876,2,4.5,1
587,23310,Mi Corazon Hope,Country,2002,7,321192,5,4,4
588,41943,Difficult Big Megabanana Would You,K-Pop,2017,2,420528,4.5,2.5,2.5
589,10563,Don't Forget the Ampelmann Cause Better Off For my,Punk,2004,4,74059,4,2.5,3
590,30707,Goodbye my Old I'm,Pop,2018,12,445186,4,2,2
591,28142,Ferrari Next To Onesan,Techno,2002,6,476734,4,4,1.5
592,36617,Fearsome Discovery Butch Cassidy and the Dance Kid Me Powerful Manager,Rock,2011,2,751240,3,3.5,2
593,9130,My Best Hungry Parakeet Competitive,Dance,2019,15,964313,5,4.5,4.5
594,15017,House Of Love France Mind Lose Control,Compilation,2017,13,801895,3,1,5
595,25844,Available Dragon Ford,Latino,2013,10,901663,1.5,3,4.5
596,44213,Medical Rock 'n' Roll Orange Traditional,Blues,2014,5,914229,5,1,4.5
597,23310,Sick Under the Finding Follow,Parody,2009,12,949908,4.5,4,2.5
598,41943,Cool,Compilation,2001,14,443298,3.5,1,2.5
599,44213,History Reborn Entertaining,Holy Metal,2008,5,401536,4.5,0.5,4
600,23310,Nepali On a,Indie,2015,7,777333,2.5,2,0.5
601,41943,High Ambra Desktop publisher,Pop,2007,7,641084,4,2,4.5
602,10563,Renault Would You Like To Be,Lounge,2016,3,846578,0.5,1,0.5
603,30707,As Economist Unfortunate Sister,Jazz,2016,8,890304,1,1,4.5
604,28142,Albania Complete From the Streets Tiny,Parody,2008,11,306037,4.5,3,4
605,36617,Electrical Computer Hardware Present Relevant To my Best,Pop,2019,15,858245,5,1.5,2.5
606,9130,Expensive,Rock,2004,6,217334,3.5,4,0.5
607,15017,Gentle,Latino,2014,7,529298,2.5,4,5
608,25844,The,Indie,2005,13,601080,4.5,4.5,5
609,44213,Detailed,Latino,2004,7,826445,4,0.5,2
610,23310,Arrange Panda Of Destiny Matteo,Country,2006,4,1629,5,3,4.5
611,41943,Construction Next to,Boy Band,2006,15,94604,4.5,5,1.5
612,15017,Try Cadillac,Pop,2003,3,674486,0.5,4.5,5
613,25844,Tetum Country Loves,Deep House,2007,9,829685,4.5,2,5
614,44213,Shaggy Lonely Behave Medical Sonographer,Compilation,2010,14,337129,4.5,1,1
615,23310,Sunshine Eyes,Boy Band,2019,9,891729,0.5,1,2.5
616,41943,Young Signorino Nepal,Metal,2009,3,303293,3.5,2.5,5
617,44213,Computer Systems Turkmen Hook Good Chef,Pop,2002,5,492944,1.5,5,1
618,23310,Bangladesh I'm Scarecharming Gentle,Rap,2000,15,35201,2,3,2
619,41943,Counselor Asleep I'm Gonna,Rock,2009,4,163128,3,3,3.5
620,10563,That's my,Indie,2005,12,581196,4,3.5,5
621,30707,Towering,Metal,2017,7,907811,0.5,1.5,1.5
622,28142,Is as I'm Da Real Matteo,Latino,2016,15,585585,1,1,1
623,36617,Robbers Face Suzuki,Electro-Pop,2019,12,241853,5,0.5,3.5
624,9130,Photographer Diagnostic,Rap,2007,5,836926,3.5,0.5,1.5
625,15017,Believe Good Tiger Pull,Boy Band,2005,3,708604,0.5,4.5,4.5
626,25844,Indonesia From the Streets,Black Metal,2018,7,69626,5,0.5,5
627,44213,Bling-a-ding Discovery Home Wild And Connect,Trap,2016,12,452144,4,0.5,4.5
628,23310,Human MINI Microwave FAW,Indie,2005,9,920493,5,1,5
629,41943,So Long my Zeus Lovers Porcupine Arabic,Rap,2014,3,557064,3,2.5,4.5
630,44213,Would You Like To Be,Progressive,2010,3,362708,3.5,4,0.5
631,23310,Of Love Happy,Lounge,2005,8,194812,4.5,3,4
632,41943,Direful Make It Son,Unplugged,2010,4,175093,4,1.5,1.5
633,10563,Tiny Eleven,Dance,2005,8,576829,2,0.5,4.5
634,30707,Skoda Icelandic Sing Connect Price,Indie,2015,9,298709,3,2,4.5
635,28142,Lawyer Show Running Around Like a Headless Chicken Pure,Indie,2017,6,153239,4.5,3,4.5
636,36617,Israel Future Unable Forget It,Pop-Rock,2016,10,828786,4.5,1,5
637,9130,Muddy,Country,2008,9,958574,4,1.5,3
638,15017,A Quiet Unfair,Indie,2002,13,692396,5,2,2.5
639,25844,Chevrolet Miss Johnson Alpaca,Indie,2003,10,686273,3.5,1,0.5
640,44213,Black Robbers Moves Discovery,Gospel,2006,6,426828,1,3.5,4.5
641,23310,Come On,Brit-Pop,2017,4,245661,4,1.5,3.5
642,41943,Pull,Black Metal,2005,11,185793,2,5,4.5
643,15017,Raccolta Bis,Compilation,2010,6,606604,4.5,2,2
644,25844,Of Love Wipe Make it,Compilation,2011,8,493261,0.5,2,2.5
645,44213,The,Holy Metal,2003,10,408103,1,4.5,2
646,23310,Magic,K-Pop,2006,11,319755,2.5,2,3.5
647,41943,Mathematician Arrange,Pop-Rock,2010,13,640074,0.5,2,1.5
648,44213,Big Tomorrow Large Daihatsu,Western,2009,3,659201,5,5,2
649,23310,Young Signorino Aggressive,Electro-Pop,2017,9,970923,4.5,2,3
650,41943,Intelligent Scream Uzbekistan Skoda,Parody,2018,11,729588,4.5,1.5,2
651,10563,Behind The Real Neesan,J-Rock,2000,11,60995,3.5,1,1
652,30707,Not my Cute,Indie,2016,5,658554,1.5,3,2
653,28142,Arabic Goblin Under Excalibur,Holy Metal,2006,2,229458,3.5,5,2.5
654,36617,Pakistan Brash,Alternative,2004,3,852529,5,4,1.5
655,9130,I'm Vauxhall Embarrassed Gentle Volvo,Pop,2012,10,101926,0.5,3,3.5
656,15017,Historical Overflow,Trap,2000,10,743916,4.5,0.5,3.5
657,25844,Intelligent,Techno,2010,14,331901,2,3.5,4.5
658,44213,Automatic Arabic Epidemiologist Acura,Punk,2006,6,495314,3.5,3,3.5
659,23310,Tiny Just for So Sad or So Mad FAW Inside the,Brit-Pop,2001,9,652690,1,1.5,2.5
660,41943,I'm Gonna,Electro-Pop,2014,4,852732,1.5,1,2.5
661,44213,Zelda Power Of Darkness Arabic,Heavy Metal,2019,15,698238,1.5,2.5,5
662,23310,Praying the Silence,Ambient,2009,5,389207,2.5,2,5
663,41943,House Computer Systems Hook Miss Remarkable,Pop-Rock,2017,13,952274,4,2,4.5
664,10563,Huge,Dance,2015,10,315919,3.5,1.5,3.5
665,30707,Tapir Stand Star Trek Mental,Indie,2005,10,444052,4.5,3,3.5
